character,keyword,reading,decomposition,spatial,ids,components_detail,tags
𬭳,seaborgium (chemistry),xi3,joyful / rejoice,⿰ (left-right),⿰钅喜,"<span style=""color:#1a5276"">喜</span> <span style=""color:#666"">joyful / rejoice</span>",SC::L2
镤,protactinium (chemistry),pu2,,⿰ (left-right),⿰钅菐,,SC::L2
𬭶,hassium (chemistry),hei1,black,⿰ (left-right),⿰钅黑,"<span style=""color:#1a5276"">黑</span> <span style=""color:#666"">black</span>",SC::L2
𫔍,vanadium,fan2,try / turn,⿰ (left-right),⿰钅番,"<span style=""color:#1a5276"">番</span> <span style=""color:#666"">try / turn</span>",SC::L2
镥,lutetium (chemistry),lu3,Lu,⿰ (left-right),⿰钅鲁,"<span style=""color:#1a5276"">鲁</span> <span style=""color:#666"">Lu</span>",SC::L2
镨,praseodymium (chemistry),pu3,universal,⿰ (left-right),⿰钅普,"<span style=""color:#1a5276"">普</span> <span style=""color:#666"">universal</span>",SC::L2
𬭸,phosphonium,lin2,jack-o’-lantern,⿰ (left-right),⿰钅粦,"<span style=""color:#1a5276"">粦</span> <span style=""color:#666"">jack-o’-lantern</span>",SC::L2
𨱔,butt end of spear,zun1,venerate / revered,⿰ (left-right),⿰钅尊,"<span style=""color:#1a5276"">尊</span> <span style=""color:#666"">venerate / revered</span>",SC::L2
𬭼,brass mirror used to light a fire by focusing the sun's rays,sui4,satisfy / consummate,⿰ (left-right),⿰钅遂,"<span style=""color:#1a5276"">遂</span> <span style=""color:#666"">satisfy / consummate</span>",SC::L2
𫔎,hasp of a lock,,propitious,⿰ (left-right),⿰钅矞,"<span style=""color:#1a5276"">矞</span> <span style=""color:#666"">propitious</span>",SC::L2
矰,arrow with a streamer,zeng1,dart + formerly,⿰ (left-right),⿰矢曾,"<span style=""color:#1a5276"">矢</span> <span style=""color:#666"">dart</span><br><span style=""color:#1a5276"">曾</span> <span style=""color:#666"">formerly</span>",SC::L2
穜,early-planted late-ripening grain,tong2,standing grain + juvenile,⿰ (left-right),⿰禾童,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span><br><span style=""color:#1a5276"">童</span> <span style=""color:#666"">juvenile</span>",SC::L2
穟,ripe grain,sui4,standing grain + satisfy / consummate,⿰ (left-right),⿰禾遂,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span><br><span style=""color:#1a5276"">遂</span> <span style=""color:#666"">satisfy / consummate</span>",SC::L2
簕,used in 簕竹[le4 zhu2],le4,tighten,⿱ (top-bottom),⿱𥫗勒,"<span style=""color:#1a5276"">勒</span> <span style=""color:#666"">tighten</span>",SC::L2
簃,small house connected to large one,yi2,shift,⿱ (top-bottom),⿱𥫗移,"<span style=""color:#1a5276"">移</span> <span style=""color:#666"">shift</span>",SC::L2
簏,a box,lu4,deer,⿱ (top-bottom),⿱𥫗鹿,"<span style=""color:#1a5276"">鹿</span> <span style=""color:#666"">deer</span>",SC::L2
儦,walking to and fro,biao1,a type of deer,⿰ (left-right),⿰亻麃,"<span style=""color:#1a5276"">麃</span> <span style=""color:#666"">a type of deer</span>",SC::L2
魋,Japanese brown bear,tui2,ghost + turkey,⿺ (bottom-left-wrap),⿺鬼隹,"<span style=""color:#1a5276"">鬼</span> <span style=""color:#666"">ghost</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",SC::L2
斶,used in personal names,,catty / ax + short name for Sichuan 四川[Si4 chuan1] province,⿰ (left-right),⿰斤蜀,"<span style=""color:#1a5276"">斤</span> <span style=""color:#666"">catty / ax</span><br><span style=""color:#1a5276"">蜀</span> <span style=""color:#666"">short name for Sichuan 四川[Si4 chuan1] province</span>",SC::L2
艚,seagoing junk,cao2,boat + Cao / cadet,⿰ (left-right),⿰舟曹,"<span style=""color:#1a5276"">舟</span> <span style=""color:#666"">boat</span><br><span style=""color:#1a5276"">曹</span> <span style=""color:#666"">Cao / cadet</span>",SC::L2
𬸪,water-hen,fan2,try / turn + bird,⿰ (left-right),⿰番鸟,"<span style=""color:#1a5276"">番</span> <span style=""color:#666"">try / turn</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
谿,valley (3),xi1,what? + valley,⿰ (left-right),⿰奚谷,"<span style=""color:#1a5276"">奚</span> <span style=""color:#666"">what?</span><br><span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span>",SC::L2
䲠,Chinese mackerel,chun1,fish + springtime,⿰ (left-right),⿰鱼春,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">春</span> <span style=""color:#666"">springtime</span>",SC::L2
鲾,"the ponyfishes, aka slipmouths (Leiognathidae, a family of fishes in the order Perciformes)",bi1,fish + wealth,⿰ (left-right),⿰鱼畐,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">畐</span> <span style=""color:#666"">wealth</span>",SC::L2
𬶠,a herring,,fish + note,⿰ (left-right),⿰鱼柬,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">柬</span> <span style=""color:#666"">note</span>",SC::L2
鲿,Bagridae (catfish family),chang2,fish + taste,⿰ (left-right),⿰鱼尝,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">尝</span> <span style=""color:#666"">taste</span>",SC::L2
鳁,sardine (2),wen1,fish,⿰ (left-right),⿰鱼昷,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span>",SC::L2
鳂,name of fish,,fish + be afraid of / apprehensive,⿰ (left-right),⿰鱼畏,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">畏</span> <span style=""color:#666"">be afraid of / apprehensive</span>",SC::L2
鳈,fish of genus Sarcocheilichthys (a genus of cyprinid fishes found in eastern Asia),quan2,fish + spring,⿰ (left-right),⿰鱼泉,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">泉</span> <span style=""color:#666"">spring</span>",SC::L2
鳉,name of fish (2),,fish + General / leader,⿰ (left-right),⿰鱼将,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">将</span> <span style=""color:#666"">General / leader</span>",SC::L2
獯,used in 獯鬻[Xun1 yu4],xun1,treat with smoke,⿰ (left-right),⿰犭熏,"<span style=""color:#1a5276"">熏</span> <span style=""color:#666"">treat with smoke</span>",SC::L2
䗪,Chinese ground beetle (Eupolyphaga sinensis),zhe4,commoner + insect,⿸ (top-left-wrap),⿸庶虫,"<span style=""color:#1a5276"">庶</span> <span style=""color:#666"">commoner</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",SC::L2
馘,to cut off the left ear of a slain enemy,guo2,heads / neck + or / a,⿰ (left-right),⿰首或,"<span style=""color:#1a5276"">首</span> <span style=""color:#666"">heads / neck</span><br><span style=""color:#1a5276"">或</span> <span style=""color:#666"">or / a</span>",SC::L2
襕,full length gown (old),lan2,balustrade,⿰ (left-right),⿰衤阑,"<span style=""color:#1a5276"">阑</span> <span style=""color:#666"">balustrade</span>",SC::L2
襚,grave-clothes,sui4,satisfy / consummate,⿰ (left-right),⿰衤遂,"<span style=""color:#1a5276"">遂</span> <span style=""color:#666"">satisfy / consummate</span>",SC::L2
甓,glazed tile,pi4,repudiate + tile,⿱ (top-bottom),⿱辟瓦,"<span style=""color:#1a5276"">辟</span> <span style=""color:#666"">repudiate</span><br><span style=""color:#1a5276"">瓦</span> <span style=""color:#666"">tile</span>",SC::L2
𦈡,multicolored silk,xu1,thread + need / demand,⿰ (left-right),⿰纟需,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">需</span> <span style=""color:#666"">need / demand</span>",SC::L2
𫄸,crimson,xun1,thread + treat with smoke,⿰ (left-right),⿰纟熏,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">熏</span> <span style=""color:#666"">treat with smoke</span>",SC::L2
瓀,opaque,ruan3,need / demand,⿰ (left-right),⿰𤣩需,"<span style=""color:#1a5276"">需</span> <span style=""color:#666"">need / demand</span>",SC::L2
爇,heat (2),re4,flower + heat,⿱ (top-bottom),⿱艹熱,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">熱</span> <span style=""color:#666"">heat</span>",SC::L2
鞮,leather shoes,Di1,leather + be / just so,⿰ (left-right),⿰革是,"<span style=""color:#1a5276"">革</span> <span style=""color:#666"">leather</span><br><span style=""color:#1a5276"">是</span> <span style=""color:#666"">be / just so</span>",SC::L2
藟,creeper,lei3,flower,⿱ (top-bottom),⿱艹畾,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span>",SC::L2
藦,edible mushrooms,mo2,flower + rub / chafe,⿱ (top-bottom),⿱艹摩,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">摩</span> <span style=""color:#666"">rub / chafe</span>",SC::L2
藨,used in 藨草[biao1 cao3],biao1,flower + a type of deer,⿱ (top-bottom),⿱艹麃,"<span style=""color:#1a5276"">艹</span> <span style=""color:#666"">flower</span><br><span style=""color:#1a5276"">麃</span> <span style=""color:#666"">a type of deer</span>",SC::L2
鹲,tropic bird,meng2,Mongolia / darken + bird,⿰ (left-right),⿰蒙鸟,"<span style=""color:#1a5276"">蒙</span> <span style=""color:#666"">Mongolia / darken</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
檫,Chinese sassafras,cha2,tree + scrutinize / guess,⿰ (left-right),⿰木察,"<span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span><br><span style=""color:#1a5276"">察</span> <span style=""color:#666"">scrutinize / guess</span>",SC::L2
黡,black spots on body,yan3,detest + black,⿸ (top-left-wrap),⿸厌黑,"<span style=""color:#1a5276"">厌</span> <span style=""color:#666"">detest</span><br><span style=""color:#1a5276"">黑</span> <span style=""color:#666"">black</span>",SC::L2
礞,mineral (2),meng2,stone + Mongolia / darken,⿰ (left-right),⿰石蒙,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">蒙</span> <span style=""color:#666"">Mongolia / darken</span>",SC::L2
礌,used in 礌石[lei2 shi2],lei2,stone + thunder,⿰ (left-right),⿰石雷,"<span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span><br><span style=""color:#1a5276"">雷</span> <span style=""color:#666"">thunder</span>",SC::L2
蹢,pig's hoof,di2,antique,⿰ (left-right),⿰𧾷啇,"<span style=""color:#1a5276"">啇</span> <span style=""color:#666"">antique</span>",SC::L2
蹜,walk carefully (2),suo1,stay overnight / inn,⿰ (left-right),⿰𧾷宿,"<span style=""color:#1a5276"">宿</span> <span style=""color:#666"">stay overnight / inn</span>",SC::L2
蟫,silverfish,,insect + surname Qin,⿰ (left-right),⿰虫覃,"<span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span><br><span style=""color:#1a5276"">覃</span> <span style=""color:#666"">surname Qin</span>",SC::L2
嚚,insincere,yin2,chatterbox (also: windup teeth) + feudal official / retainer,⿳ (top-mid-bottom),⿳吅臣吅,"<span style=""color:#1a5276"">吅</span> <span style=""color:#666"">chatterbox (also: windup teeth)</span><br><span style=""color:#1a5276"">臣</span> <span style=""color:#666"">feudal official / retainer</span>",SC::L2
髃,shoulder bone,,skeleton + Talking Cricket,⿰ (left-right),⿰骨禺,"<span style=""color:#1a5276"">骨</span> <span style=""color:#666"">skeleton</span><br><span style=""color:#1a5276"">禺</span> <span style=""color:#666"">Talking Cricket</span>",SC::L2
镮,metal ring,huan2,,⿰ (left-right),⿰钅睘,,SC::L2
镱,ytterbium (chemistry),yi4,idea,⿰ (left-right),⿰钅意,"<span style=""color:#1a5276"">意</span> <span style=""color:#666"">idea</span>",SC::L2
酂,group of 100 families,zan4,succor + pinnacle,⿰ (left-right),⿰赞阝,"<span style=""color:#1a5276"">赞</span> <span style=""color:#666"">succor</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SC::L2
簠,basket used in state worship,fu3,,⿱ (top-bottom),⿱𥫗盙,,SC::L2
簝,bamboo receptacle used to hold meat for temple sacrifices in ancient times,liao2,pup tent,⿱ (top-bottom),⿱𥫗尞,"<span style=""color:#1a5276"">尞</span> <span style=""color:#666"">pup tent</span>",SC::L2
簰,bamboo raft,pai2,brand / mahjong tiles,⿱ (top-bottom),⿱𥫗牌,"<span style=""color:#1a5276"">牌</span> <span style=""color:#666"">brand / mahjong tiles</span>",SC::L2
鼫,long-tailed marmot,shi2,mouse + stone,⿰ (left-right),⿰鼠石,"<span style=""color:#1a5276"">鼠</span> <span style=""color:#666"">mouse</span><br><span style=""color:#1a5276"">石</span> <span style=""color:#666"">stone</span>",SC::L2
鼩,used in 鼩鼱[qu2 jing1],qu2,mouse + sentence / phrase,⿰ (left-right),⿰鼠句,"<span style=""color:#1a5276"">鼠</span> <span style=""color:#666"">mouse</span><br><span style=""color:#1a5276"">句</span> <span style=""color:#666"">sentence / phrase</span>",SC::L2
皦,sparkling,Jiao3,white + homing pigeon,⿰ (left-right),⿰白敫,"<span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span><br><span style=""color:#1a5276"">敫</span> <span style=""color:#666"">homing pigeon</span>",SC::L2
臑,biceps (in Chinese medicine),nao4,month + need / demand,⿰ (left-right),⿰月需,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span><br><span style=""color:#1a5276"">需</span> <span style=""color:#666"">need / demand</span>",SC::L2
䲢,loach,,month + dried fish,⿰ (left-right),⿰月鲞,"<span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span><br><span style=""color:#1a5276"">鲞</span> <span style=""color:#666"">dried fish</span>",SC::L2
鳑,several species of small carp,pang2,fish + side,⿰ (left-right),⿰鱼旁,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">旁</span> <span style=""color:#666"">side</span>",SC::L2
鳒,flounder,jian1,fish + double / concurrently,⿰ (left-right),⿰鱼兼,"<span style=""color:#1a5276"">鱼</span> <span style=""color:#666"">fish</span><br><span style=""color:#1a5276"">兼</span> <span style=""color:#666"">double / concurrently</span>",SC::L2
鹱,"bird of the Procellariidae family, which includes shearwaters, gadfly petrels etc",hu4,bird,⿰ (left-right),⿰鸟蒦,"<span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
鹯,Butastur indicus,zhan1,Mr. Hyde + bird,⿰ (left-right),⿰亶鸟,"<span style=""color:#1a5276"">亶</span> <span style=""color:#666"">Mr. Hyde</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
冁,smile,chan3,list + unfold,⿰ (left-right),⿰单展,"<span style=""color:#1a5276"">单</span> <span style=""color:#666"">list</span><br><span style=""color:#1a5276"">展</span> <span style=""color:#666"">unfold</span>",SC::L2
䎖,soaring up in the sky,,formerly + feathers,⿰ (left-right),⿰曾羽,"<span style=""color:#1a5276"">曾</span> <span style=""color:#666"">formerly</span><br><span style=""color:#1a5276"">羽</span> <span style=""color:#666"">feathers</span>",SC::L2
瀔,river name in Henan province,gu3,cereal / cereals,⿰ (left-right),⿰氵穀,"<span style=""color:#1a5276"">穀</span> <span style=""color:#666"">cereal / cereals</span>",SC::L2
瀍,Chanshui river in Henan,Chan2,market place,⿰ (left-right),⿰氵廛,"<span style=""color:#1a5276"">廛</span> <span style=""color:#666"">market place</span>",SC::L2
瀌,copious (of rain or snow),biao1,a type of deer,⿰ (left-right),⿰氵麃,"<span style=""color:#1a5276"">麃</span> <span style=""color:#666"">a type of deer</span>",SC::L2
襜,the front of clothes,chan1,verbose,⿰ (left-right),⿰衤詹,"<span style=""color:#1a5276"">詹</span> <span style=""color:#666"">verbose</span>",SC::L2
䴙,little grebe,pi4,repudiate + bird,⿰ (left-right),⿰辟鸟,"<span style=""color:#1a5276"">辟</span> <span style=""color:#666"">repudiate</span><br><span style=""color:#1a5276"">鸟</span> <span style=""color:#666"">bird</span>",SC::L2
𬙊,bind (2),mo4,thread + black ink,⿰ (left-right),⿰纟墨,"<span style=""color:#1a5276"">纟</span> <span style=""color:#666"">thread</span><br><span style=""color:#1a5276"">墨</span> <span style=""color:#666"">black ink</span>",SC::L2
